[MASTER] 14:42:36.404 [pool-2-thread-1] WARN  TestSuiteSerialization - Cannot load tests because file does not exist: /home/rickecr/Documentos/fulano-de-sal/.evosuite/evosuite-seeds/br.com.marmitaria.rest.controller.AdministradorController.seed
[MASTER] 14:42:52.304 [pool-2-thread-1] WARN  TestChromosome - Functional mock problem: org.evosuite.ga.ConstructionFailedException: Error: VariableReference: Statement 11, type java.util.function.Function<java.lang.Object, org.springframework.data.util.Lazy<br.com.marmitaria.persistence.model.Administrador>> is not assignable to java.util.function.Function<? super java.sql.SQLNonTransientConnectionException, org.springframework.data.util.Lazy<?>>
[MASTER] 14:42:53.964 [pool-2-thread-1] WARN  TestChromosome - Functional mock problem: org.evosuite.ga.ConstructionFailedException: Error: VariableReference: Statement 8, type java.util.function.Function<java.lang.Object, org.springframework.data.util.Lazy<java.sql.SQLNonTransientConnectionException>> is not assignable to java.util.function.Function<? super java.lang.Object, org.springframework.data.util.Lazy<?>>
[MASTER] 14:42:58.149 [pool-2-thread-1] WARN  TestChromosome - Functional mock problem: org.evosuite.ga.ConstructionFailedException: Error: VariableReference: Statement 23, type java.util.function.Function<java.lang.String, org.springframework.data.util.Lazy<java.lang.String>> is not assignable to java.util.function.Function<? super java.lang.String, org.springframework.data.util.Lazy<? extends java.lang.String>>
[MASTER] 14:42:58.425 [pool-2-thread-1] WARN  TestChromosome - Functional mock problem: org.evosuite.ga.ConstructionFailedException: Failed to add constructor for java.sql.SQLNonTransientConnectionException due to org.evosuite.ga.ConstructionFailedException: Failed to add constructor for java.sql.SQLTransientConnectionException due to org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.evosuite.runtime.mock.java.lang.MockThrowable due to org.evosuite.ga.ConstructionFailedException: Failed to add constructor for java.sql.BatchUpdateException due to org.evosuite.ga.ConstructionFailedException: Max recursion depth reached
[MASTER] 14:43:01.123 [pool-2-thread-1] WARN  TestChromosome - Functional mock problem: org.evosuite.ga.ConstructionFailedException: Error: VariableReference: Statement 9, type java.util.function.Function<java.sql.SQLNonTransientConnectionException, org.springframework.data.util.Lazy<java.sql.SQLNonTransientConnectionException>> is not assignable to java.util.function.Function<? super java.sql.SQLNonTransientConnectionException, org.springframework.data.util.Lazy<? extends java.sql.SQLNonTransientConnectionException>>
[MASTER] 14:43:02.131 [pool-2-thread-1] WARN  TestChromosome - Functional mock problem: org.evosuite.ga.ConstructionFailedException: Error: VariableReference: Statement 12, type java.util.function.Function<java.sql.SQLNonTransientConnectionException, org.springframework.data.util.Lazy<java.sql.SQLNonTransientConnectionException>> is not assignable to java.util.function.Function<? super java.sql.SQLNonTransientConnectionException, org.springframework.data.util.Lazy<? extends java.sql.SQLNonTransientConnectionException>>
[MASTER] 14:43:02.157 [pool-2-thread-1] WARN  TestChromosome - Functional mock problem: org.evosuite.ga.ConstructionFailedException: Error: VariableReference: Statement 16, type java.util.function.Function<java.lang.Object, org.springframework.data.util.Lazy<java.sql.SQLNonTransientConnectionException>> is not assignable to java.util.function.Function<? super java.sql.SQLNonTransientConnectionException, org.springframework.data.util.Lazy<? extends java.sql.SQLNonTransientConnectionException>>
[MASTER] 14:43:02.198 [pool-2-thread-1] WARN  TestChromosome - Functional mock problem: org.evosuite.ga.ConstructionFailedException: Error: VariableReference: Statement 7, type java.util.function.Function<java.lang.String, org.springframework.data.util.Lazy<java.lang.String>> is not assignable to java.util.function.Function<? super java.lang.String, org.springframework.data.util.Lazy<? extends java.lang.String>>
[MASTER] 14:43:02.225 [pool-2-thread-1] WARN  TestChromosome - Functional mock problem: org.evosuite.ga.ConstructionFailedException: Error: VariableReference: Statement 14, type java.util.function.Function<java.lang.Object, org.springframework.data.util.Lazy<java.lang.String>> is not assignable to java.util.function.Function<? super java.lang.String, org.springframework.data.util.Lazy<? extends java.lang.String>>
[MASTER] 14:43:02.482 [pool-2-thread-1] WARN  TestChromosome - Functional mock problem: org.evosuite.ga.ConstructionFailedException: Error: VariableReference: Statement 15, type java.util.function.Function<java.lang.Object, org.springframework.data.util.Lazy<java.lang.String>> is not assignable to java.util.function.Function<? super java.lang.String, org.springframework.data.util.Lazy<? extends java.lang.String>>
[MASTER] 14:43:03.046 [pool-2-thread-1] WARN  TestChromosome - Functional mock problem: org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.springframework.data.util.Lazy due to org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.springframework.util.function.SingletonSupplier due to org.evosuite.ga.ConstructionFailedException: Max recursion depth reached
[MASTER] 14:43:03.221 [pool-2-thread-1] WARN  TestChromosome - Functional mock problem: org.evosuite.ga.ConstructionFailedException: Max recursion depth reached
[MASTER] 14:43:03.281 [pool-2-thread-1] WARN  TestChromosome - Functional mock problem: org.evosuite.ga.ConstructionFailedException: Error: VariableReference: Statement 5, type java.util.function.Function<java.lang.Object, org.springframework.data.util.Lazy<br.com.marmitaria.persistence.model.Administrador>> is not assignable to java.util.function.Function<? super br.com.marmitaria.persistence.model.Administrador, org.springframework.data.util.Lazy<? extends br.com.marmitaria.persistence.model.Administrador>>
[MASTER] 14:43:10.182 [pool-2-thread-1] WARN  TestChromosome - Functional mock problem: org.evosuite.ga.ConstructionFailedException: Error: VariableReference: Statement 21, type java.util.function.Function<java.lang.Object, org.springframework.data.util.Lazy<java.sql.SQLNonTransientConnectionException>> is not assignable to java.util.function.Function<? super java.sql.SQLNonTransientConnectionException, org.springframework.data.util.Lazy<? extends java.sql.SQLNonTransientConnectionException>>
[MASTER] 14:43:11.685 [pool-2-thread-1] WARN  TestChromosome - Functional mock problem: org.evosuite.ga.ConstructionFailedException: Error: VariableReference: Statement 14, type java.util.function.Function<java.sql.SQLNonTransientConnectionException, org.springframework.data.util.Lazy<java.sql.SQLNonTransientConnectionException>> is not assignable to java.util.function.Function<? super java.sql.SQLNonTransientConnectionException, org.springframework.data.util.Lazy<? extends java.sql.SQLNonTransientConnectionException>>
[MASTER] 14:43:12.850 [pool-2-thread-1] WARN  TestChromosome - Functional mock problem: org.evosuite.ga.ConstructionFailedException: Failed to add constructor for java.sql.SQLNonTransientConnectionException due to org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.evosuite.runtime.mock.java.lang.MockThrowable due to org.evosuite.ga.ConstructionFailedException: Failed to add constructor for java.sql.SQLTransactionRollbackException due to org.evosuite.ga.ConstructionFailedException: Failed to add constructor for java.sql.SQLDataException due to org.evosuite.ga.ConstructionFailedException: Max recursion depth reached
[MASTER] 14:43:14.916 [pool-2-thread-1] WARN  TestChromosome - Functional mock problem: org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.springframework.data.util.Lazy due to org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.springframework.util.function.SingletonSupplier due to org.evosuite.ga.ConstructionFailedException: Failed to add constructor for java.sql.SQLNonTransientConnectionException due to org.evosuite.ga.ConstructionFailedException: Failed to add constructor for java.sql.SQLDataException due to org.evosuite.ga.ConstructionFailedException: Max recursion depth reached
[MASTER] 14:43:16.327 [pool-2-thread-1] WARN  TestChromosome - Functional mock problem: org.evosuite.ga.ConstructionFailedException: Failed to add constructor for java.sql.SQLNonTransientConnectionException due to org.evosuite.ga.ConstructionFailedException: Failed to add constructor for java.sql.SQLException due to org.evosuite.ga.ConstructionFailedException: Failed to add constructor for java.sql.SQLDataException due to org.evosuite.ga.ConstructionFailedException: Max recursion depth reached
[MASTER] 14:43:19.511 [pool-2-thread-1] WARN  TestChromosome - Functional mock problem: org.evosuite.ga.ConstructionFailedException: Error: VariableReference: Statement 8, type java.util.function.Function<java.lang.Object, org.springframework.data.util.Lazy<java.lang.String>> is not assignable to java.util.function.Function<? super java.lang.String, org.springframework.data.util.Lazy<? extends java.lang.String>>
[MASTER] 14:43:20.844 [pool-2-thread-1] WARN  TestChromosome - Functional mock problem: org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.springframework.data.util.Lazy due to org.evosuite.ga.ConstructionFailedException: Failed to add constructor for java.sql.SQLNonTransientConnectionException due to org.evosuite.ga.ConstructionFailedException: Max recursion depth reached
[MASTER] 14:43:20.891 [pool-2-thread-1] WARN  TestChromosome - Functional mock problem: org.evosuite.ga.ConstructionFailedException: Error: VariableReference: Statement 10, type java.util.function.Function<java.lang.Object, org.springframework.data.util.Lazy<java.lang.String>> is not assignable to java.util.function.Function<? super java.lang.String, org.springframework.data.util.Lazy<? extends java.lang.String>>
[MASTER] 14:43:23.095 [pool-2-thread-1] WARN  TestChromosome - Functional mock problem: org.evosuite.ga.ConstructionFailedException: Error: VariableReference: Statement 7, type java.util.function.Function<java.lang.Object, org.springframework.data.util.Lazy<java.sql.SQLNonTransientConnectionException>> is not assignable to java.util.function.Function<? super java.sql.SQLNonTransientConnectionException, org.springframework.data.util.Lazy<? extends java.sql.SQLNonTransientConnectionException>>
[MASTER] 14:43:26.969 [pool-2-thread-1] WARN  TestChromosome - Functional mock problem: org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.springframework.data.util.Lazy due to org.evosuite.ga.ConstructionFailedException: Max recursion depth reached
[MASTER] 14:43:31.706 [pool-2-thread-1] WARN  TestChromosome - Functional mock problem: org.evosuite.ga.ConstructionFailedException: Error: VariableReference: Statement 9, type java.util.function.Function<java.lang.Object, org.springframework.data.util.Lazy<java.lang.String>> is not assignable to java.util.function.Function<? super java.lang.String, org.springframework.data.util.Lazy<? extends java.lang.String>>
[MASTER] 14:43:38.080 [pool-2-thread-1] WARN  TestChromosome - Functional mock problem: org.evosuite.ga.ConstructionFailedException: Error: VariableReference: Statement 13, type java.util.function.Function<java.lang.Object, org.springframework.data.util.Lazy<java.lang.String>> is not assignable to java.util.function.Function<? super java.lang.String, org.springframework.data.util.Lazy<? extends java.lang.String>>
[MASTER] 14:43:38.491 [pool-2-thread-1] WARN  TestChromosome - Functional mock problem: org.evosuite.ga.ConstructionFailedException: Error: VariableReference: Statement 12, type java.util.function.Function<java.lang.Object, org.springframework.data.util.Lazy<java.sql.SQLNonTransientConnectionException>> is not assignable to java.util.function.Function<? super java.sql.SQLNonTransientConnectionException, org.springframework.data.util.Lazy<? extends java.sql.SQLNonTransientConnectionException>>
[MASTER] 14:43:39.432 [pool-2-thread-1] WARN  TestChromosome - Functional mock problem: org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.springframework.data.util.Lazy due to org.evosuite.ga.ConstructionFailedException: Error: VariableReference: Statement 10, type java.util.function.Function<java.lang.Object, org.springframework.data.util.Lazy<java.sql.SQLNonTransientConnectionException>> is not assignable to java.util.function.Function<? super java.sql.SQLNonTransientConnectionException, org.springframework.data.util.Lazy<? extends java.sql.SQLNonTransientConnectionException>>
[MASTER] 14:43:40.107 [pool-2-thread-1] WARN  TestChromosome - Functional mock problem: org.evosuite.ga.ConstructionFailedException: Error: VariableReference: Statement 6, type java.util.function.Function<java.sql.SQLNonTransientConnectionException, org.springframework.data.util.Lazy<java.sql.SQLNonTransientConnectionException>> is not assignable to java.util.function.Function<? super java.sql.SQLNonTransientConnectionException, org.springframework.data.util.Lazy<? extends java.sql.SQLNonTransientConnectionException>>
